"Sheet","Row ID","ID","Wave","Assigned To","Website Page/URL","Section","Content Gap","Priority","Content Needed","Specific Details Required","Existing on Site?","Existing Internally?","Source/Person to Contact","File/URL Available","Asset Type","Public Permission/Clearance","Recommended Website Use","Status","Notes","Project Name","Kind","Year Started","Year Ended/Ongoing","Location","Theme","Short Description","Key Numbers","Partners","Funder","Available Photos","Available Report","Available Video","Available Media Coverage","Website Status","Missing Information","Source","Organisation","Type of Partner","Project/Campaign","Year(s)","Nature of Association","Logo Available","Permission to Display","Existing Website Mention","Missing Content","Should this be publicly featured?","Institution Name","City","State","Programme/Project","Year","Number of Students/Participants","Key Activity","Photos Available","Permission Available","Website Use Recommendation","Metric","Current Number on Website","Correct/Verified Number?","Year/Period","Source of Data","Supporting Document","Needs Updating?","Website Page(s) Using It","Asset Needed","Related Project/Page","Description","Approximate Year","Preferred Orientation","Minimum Quality Needed","Source/Photographer","File Available?","Rights/Credit Confirmed?","Alt text (REQUIRED - build refuses a frame without it)","Credit line (REQUIRED - e.g. 'Swechha archive')","Genuine photograph? (confirm - 25 synthetic frames were withdrawn on 22 Aug)","Link to file (Drive/Dropbox) or filename once supplied","Title","Type","Date","Author/Speaker","Publication/Platform","Topic","URL/File","Relevant Swechha Page","Permission/Copyright Status","Recommended Use","File","Alt text (already written)","Credit","Tags","Pixels","Rendering note","Used on which built pages","Usable?"
"08 · Photos we HAVE","08-105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/oranges-tree-cluster.jpg","Oranges ripening in dense clusters on the tree","Swechha archive","farm, food","828x1104","colour baked in — takes NO filter; signal: orange","farm.html, work/projects/farm-school.html","YES"
"08 · Photos we HAVE","08-106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/pine-forest-path.jpg","A single figure on a path through a dense stand of tall pines","Swechha archive","journey, landscape","2000x1334","signal: green","home.html, situation-forest-loss.html, work/journeys/naturescapes.html","YES"
"08 · Photos we HAVE","08-107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/pink-flower-bud.jpg","A pink flower bud opening on a leafy stem","Swechha archive","biodiversity","746x746","signal: red","work/projects/eco-action.html","YES"
"08 · Photos we HAVE","08-108","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/ranthambore-tiger-grass.jpg","A tiger in tall grass","Stock library — NOT a Swechha photograph","(untagged)","2000x1219","signal: none","NOT USED ANYWHERE","NO — bought stock, refused by the build"
"08 · Photos we HAVE","08-109","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/red-flower-bud-branch.jpg","A single red flower bud opening on a bare branch","Swechha archive","nature","720x720","colour baked in — takes NO filter; signal: red","NOT USED ANYWHERE","YES"
"08 · Photos we HAVE","08-110","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/red-flower-cluster.jpg","A cluster of red flowers above long green leaves","Swechha archive","biodiversity","746x497","signal: red","work/projects/eco-action.html","YES"
"08 · Photos we HAVE","08-111","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/red-trumpet-flowers.jpg","Red trumpet flowers against an open sky","Swechha archive","nature","1080x1440","colour baked in — takes NO filter; signal: red","work/projects/eco-action.html","YES"
"08 · Photos we HAVE","08-112","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/ridge-road-dusk.jpg","A ridge road curving away at dusk","Swechha archive","landscape","2000x1500","signal: none","situation-heatwave.html, work/journeys/naturescapes.html","YES"
"08 · Photos we HAVE","08-113","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/river-valley-hillside-climb.jpg","A long line of walkers climbing a hillside path above a river valley","Swechha archive","journeys, yamuna","1536x2048","colour baked in — takes NO filter; signal: red","work/journeys.html, work/journeys/yamuna-yatra.html","YES"
"08 · Photos we HAVE","08-114","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/school-children-group.jpg","A group of schoolchildren crowded together, smiling at the camera","Swechha archive","youth, education","1499x2000","signal: none","home.html, impact.html, work/projects.html, work/projects/me-to-we.html","YES"
"08 · Photos we HAVE","08-115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/school-selfie-uniform.jpg","A facilitator taking a phone photograph with a crowd of uniformed schoolchildren","Swechha archive","schools","953x1271","colour baked in — takes NO filter; signal: none","home.html, work/projects/me-to-we.html","YES"
"08 · Photos we HAVE","08-116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/snow-trek-group.jpg","A group trekking through snow on a hill path","Swechha archive","journey, youth","560x746","signal: none","home.html, work/journeys/yamuna-yatra.html","YES"
"08 · Photos we HAVE","08-117","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/sunderbans-mangrove-roots.jpg","Exposed mangrove roots","Stock library — NOT a Swechha photograph","(untagged)","2000x1333","signal: none","NOT USED ANYWHERE","NO — bought stock, refused by the build"
"08 · Photos we HAVE","08-118","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/swechha-farm-thatch-pavilion-classroom.jpg","Children seated on a red bench under a bamboo-and-thatch pavilion roof, potted plants hanging above an open-air classroom","Swechha archive","(untagged)","720x960","signal: none","farm.html","YES"
"08 · Photos we HAVE","08-119","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/trekkers-hillside.jpg","A long line of trekkers crossing a hillside","Swechha archive","journey, youth","560x746","signal: red","home.html, work/journeys.html, work/journeys/yamuna-yatra.html","YES"
"08 · Photos we HAVE","08-120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/turmeric-plot-workers.jpg","Turmeric plants at knee height, two figures working the rows behind","Swechha archive","farm, food","889x1182","colour baked in — takes NO filter; signal: green","home.html, impact.html, work/index.html, work/projects.html, work/projects/farm-school.html","YES"
"08 · Photos we HAVE","08-121","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/uttarakhand-fire-scar-2016.jpg","A burnt hillside of charred pines after the 2016 Uttarakhand forest fires","ArmouredCyborg, CC BY-SA 4.0, via Wikimedia Commons","situation, fire, placeholder","1400x1050","","home.html, situation-forest-fire.html","YES"
"08 · Photos we HAVE","08-122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/yamuna-barrage-crowd.jpg","People gathered along the Yamuna below the city skyline","Swechha archive","yamuna, community","1080x1440","signal: red","home.html, work/campaigns.html, work/events.html","YES"
"08 · Photos we HAVE","08-123","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/yamuna-floodplain-crowd.jpg","A crowd on the Yamuna floodplain looking out over the river","Swechha archive","yamuna, community","2000x923","signal: red","about.html, home.html, work/events.html, work/projects/me-to-we.html","YES"
"08 · Photos we HAVE","08-124","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/yamuna-source-rapids.jpg","The Yamuna running fast over rocks below Himalayan slopes","Swechha archive","yamuna, journey","1080x1440","signal: none","work/journeys/yamuna-yatra.html","YES"
"08 · Photos we HAVE","08-125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/images/photos/yamuna-students-foam-line.jpg","Students standing along the bank facing the foam-covered Yamuna","Swechha archive","yamuna, journeys","1280x591","colour baked in — takes NO filter; signal: none","home.html, impact.html, situation-yamuna.html, work/campaigns.html, work/journeys/yamuna-yatra.html","YES"
